sample_id,phonogram
DR7_DCM0_SI1480,"[[11.950512   12.128476   12.104401   ...  9.721283    9.7212715
   9.721281  ]
 [-1.5738637  -1.5473127  -1.5091584  ... -0.6714789  -0.67147267
  -0.6714753 ]
 [-0.44814634 -0.5056296  -0.60524476 ... -0.07420745 -0.07420466
  -0.0742048 ]
 ...
 [ 0.7805495   0.74619603  0.71906984 ... -2.1219382  -2.1219428
  -2.1219416 ]
 [-1.0026609  -1.0745076  -1.080443   ... -1.4195511  -1.4195504
  -1.419549  ]
 [-5.1194143  -5.131138   -5.134819   ... -4.1958866  -4.1958785
  -4.195882  ]]"
DR7_DCM0_SI2110,"[[11.406526   11.254818   10.925415   ... 12.416333   10.59074
  10.586626  ]
 [-2.3015537  -2.3383474  -2.434732   ... -1.2934616  -0.31612334
  -0.3165107 ]
 [-0.87424994 -0.93044436 -0.92704296 ... -0.5069814   0.41241252
   0.41421655]
 ...
 [ 0.26000443  0.04448771 -0.1799804  ... -0.03262937 -1.0748235
  -1.0748894 ]
 [-1.2549005  -1.2512951  -1.1040611  ... -1.1713531  -2.4139972
  -2.4143996 ]
 [-4.770573   -4.678811   -4.5855665  ... -5.807811   -4.482176
  -4.4796095 ]]"
DR7_DCM0_SI850,"[[12.204795   11.757642   10.626855   ...  9.282068    9.282068
   9.2820835 ]
 [-2.6973028  -2.7563634  -2.9419188  ... -0.7768707  -0.7768737
  -0.7768899 ]
 [-0.16040552 -0.56195956 -1.0838197  ... -0.3361243  -0.33612317
  -0.33611584]
 ...
 [-0.5667626  -0.7727023  -1.1225905  ... -2.2879949  -2.2879932
  -2.2879934 ]
 [-0.16822292 -0.0834735  -0.10563329 ... -1.021357   -1.0213585
  -1.0213634 ]
 [-5.7391653  -5.6908813  -5.3486757  ... -4.612944   -4.61294
  -4.612935  ]]"
DR7_DCM0_SX130,"[[11.573881   11.581262   11.581161   ... 11.347681   11.347281
  11.347256  ]
 [-2.9918916  -2.9596949  -2.9892142  ... -0.87821054 -0.87855566
  -0.8784461 ]
 [ 0.01388672 -0.33232147 -0.61812574 ...  0.41057324  0.4111585
   0.41105378]
 ...
 [ 0.51044816  0.48185608  0.3858014  ... -1.705273   -1.7054145
  -1.7054263 ]
 [-0.30388826 -0.29627973 -0.23545878 ... -0.92994744 -0.9298179
  -0.92985475]
 [-5.447352   -5.460659   -5.478811   ... -4.971451   -4.971502
  -4.9714637 ]]"
DR7_DCM0_SX220,"[[12.112656   11.963221   11.140085   ... 10.300014   10.299378
  10.299371  ]
 [-2.9681187  -3.1112916  -3.2798452  ... -0.9942494  -0.9941418
  -0.9941402 ]
 [-0.09801713 -0.28763974 -0.50692964 ...  0.31626737  0.31626922
   0.31627005]
 ...
 [-0.62431306 -0.66630995 -1.2255567  ... -2.441828   -2.4417126
  -2.441712  ]
 [-2.4556892  -2.2634737  -1.7144092  ... -1.7446413  -1.7446643
  -1.7446661 ]
 [-3.9758945  -3.9852405  -3.9626927  ... -4.236221   -4.2358403
  -4.235834  ]]"
DR7_DCM0_SX310,"[[12.604292   10.208412   12.500786   ... 10.208317   10.20833
  10.208335  ]
 [-3.3684092  -0.48884505 -3.5174322  ... -0.4885589  -0.48876154
  -0.48877904]
 [-0.79439545 -0.50384384 -0.853554   ... -0.5040363  -0.50387144
  -0.5038585 ]
 ...
 [ 1.1769644  -1.9644674   0.65098447 ... -1.9646227  -1.9645054
  -1.9644929 ]
 [-1.3400708  -2.6859097  -1.3050004  ... -2.6855335  -2.6857703
  -2.6858091 ]
 [-5.0446773  -3.9584384  -4.8975     ... -3.9585862  -3.9584699
  -3.9584491 ]]"
DR7_DCM0_SX40,"[[13.116676   13.089186   13.086681   ... 10.418408   10.418442
  10.418375  ]
 [-2.2099042  -2.3139791  -2.4143224  ... -0.41782796 -0.41781494
  -0.4176863 ]
 [ 0.08167771  0.01493186 -0.03801101 ...  0.611036    0.61105126
   0.6114853 ]
 ...
 [ 0.4116139   0.38600615  0.28549716 ... -1.5542998  -1.5543151
  -1.5542651 ]
 [-0.49726042 -0.43971872 -0.35793352 ... -1.3746872  -1.3746946
  -1.3742576 ]
 [-5.5638685  -5.5693836  -5.5826488  ... -4.4219995  -4.422002
  -4.4220524 ]]"
DR7_DCM0_SX400,"[[12.968195   13.044121   13.037959   ... 10.339119   10.33914
  10.3391485 ]
 [-1.5434012  -1.5926214  -1.5564601  ... -0.5483913  -0.5484041
  -0.54841435]
 [-0.6848609  -0.6181376  -0.6200707  ...  0.04458502  0.04458402
   0.04458532]
 ...
 [-0.04254135 -0.1990979  -0.29407275 ... -1.6789231  -1.6789204
  -1.6789219 ]
 [-0.26151156 -0.31522343 -0.29055637 ... -1.1936243  -1.1936435
  -1.19364   ]
 [-4.546504   -4.507416   -4.454091   ... -4.273759   -4.273747
  -4.273754  ]]"
DR7_DED0_SA1,"[[12.988718   13.058624   13.078105   ...  8.976034    8.976212
   8.976063  ]
 [-2.5687542  -2.5922594  -2.6177397  ... -0.9751556  -0.9751973
  -0.97519493]
 [-0.60555667 -0.59791046 -0.6068804  ... -0.03602714 -0.03617342
  -0.0359668 ]
 ...
 [ 0.8077984   0.514886    0.2729289  ... -2.3846831  -2.3844917
  -2.3847601 ]
 [-0.08104402 -0.08640419 -0.04535913 ... -2.0957618  -2.0955503
  -2.0957816 ]
 [-5.513149   -5.4379144  -5.3733387  ... -3.8373613  -3.8375745
  -3.8373425 ]]"
DR7_DED0_SA2,"[[12.508814   12.546      12.426758   ... 10.773376   10.7736225
  10.773427  ]
 [-2.333638   -2.2864342  -2.179113   ... -1.4455338  -1.4456351
  -1.4455504 ]
 [-1.1918662  -1.1825461  -1.2043226  ...  0.02705461  0.02691872
   0.02702141]
 ...
 [ 1.3775191   1.1156471   0.90164757 ... -1.7096641  -1.7093278
  -1.7095873 ]
 [-0.8229015  -0.8682816  -0.88187885 ... -1.6478322  -1.6477528
  -1.6478364 ]
 [-5.7362585  -5.621619   -5.5058117  ... -5.5324707  -5.5326552
  -5.532494  ]]"
DR7_DED0_SI1170,"[[12.65393    12.67724    12.680162   ... 12.639759   12.639626
  12.639517  ]
 [-2.903656   -2.9276698  -2.857911   ... -1.8548361  -1.8546622
  -1.8545215 ]
 [-0.94979286 -0.9345851  -0.9337308  ... -0.4989246  -0.4988432
  -0.49875766]
 ...
 [-0.19833478 -0.27761203 -0.45364273 ... -0.65690106 -0.65698254
  -0.65706515]
 [-1.0049293  -0.98783326 -1.0229666  ... -0.90062094 -0.9007734
  -0.9009023 ]
 [-5.2242837  -5.2209406  -5.167835   ... -5.2789454  -5.2787886
  -5.278664  ]]"
DR7_DED0_SI1800,"[[12.476962   12.568395    9.483074   ...  8.673233    8.991225
   9.482707  ]
 [-1.9838221  -1.9990053  -1.0572386  ... -1.9665985  -2.0053737
  -1.0568129 ]
 [-0.4660539  -0.42285398  0.39475542 ... -0.5118287  -0.44237494
   0.39462635]
 ...
 [ 0.620059    0.48093176 -2.3964503  ... -1.8249807  -1.5848769
  -2.3962345 ]
 [-1.2379181  -1.2584713  -1.8136213  ...  0.46390533  0.3794108
  -1.8134029 ]
 [-5.5810776  -5.546037   -3.4193945  ... -4.499437   -4.5526257
  -3.4196053 ]]"
DR7_DED0_SI540,"[[12.912453   13.002731   13.039397   ... 10.041071   10.041093
  10.041114  ]
 [-2.7323961  -2.7175026  -2.6932652  ... -0.1562151  -0.15624738
  -0.15627119]
 [-0.3910931  -0.43869868 -0.44564095 ... -0.4420276  -0.4419363
  -0.44191074]
 ...
 [-0.54712427 -0.5424663  -0.7416775  ... -3.2720265  -3.2720666
  -3.2720814 ]
 [-1.6808017  -1.6262134  -1.6201594  ... -1.4394711  -1.4395667
  -1.4396051 ]
 [-4.902961   -4.925866   -4.837352   ... -3.5061543  -3.5061011
  -3.5060933 ]]"
DR7_DED0_SX180,"[[10.110123   10.049896    9.832378   ...  9.069825    9.054012
   9.054031  ]
 [-1.1383626  -1.1723897  -1.0571054  ... -1.019975   -1.002177
  -1.0021001 ]
 [-0.14254862 -0.29901642 -0.39827287 ...  0.22986367  0.25769794
   0.25783   ]
 ...
 [-1.8493629  -2.0219631  -2.081893   ... -2.8301978  -2.8684597
  -2.8685753 ]
 [-0.87657887 -0.892451   -0.82962877 ... -0.34869272 -0.3813813
  -0.3816036 ]
 [-5.05478    -4.9970665  -4.8763027  ... -4.1923614  -4.1491013
  -4.148898  ]]"
DR7_DED0_SX270,"[[11.968183   11.941427   11.801926   ... 10.218197   10.218077
  10.218043  ]
 [-2.5726624  -2.62364    -2.6636617  ... -0.8151597  -0.8150558
  -0.8150649 ]
 [ 0.19247851  0.14223686  0.1007396  ...  0.8286015   0.82858944
   0.8286128 ]
 ...
 [-0.7334986  -0.76350045 -0.8599591  ... -3.1865559  -3.1865582
  -3.1866171 ]
 [-1.3501157  -1.3737954  -1.3072755  ... -1.9233668  -1.9233956
  -1.9233737 ]
 [-4.5354652  -4.4809504  -4.435341   ... -4.1383204  -4.1382437
  -4.1382627 ]]"
DR7_DED0_SX360,"[[ 9.465109    9.561593    9.963707   ...  8.913215    9.251097
   9.251121  ]
 [-1.3433583  -1.3692522  -1.4402122  ... -2.2558856  -1.2727717
  -1.2727716 ]
 [ 0.09446324  0.09154867  0.04880667 ... -0.6391991   0.10124794
   0.10124569]
 ...
 [-2.0588474  -2.0408654  -2.0162904  ... -2.089531   -2.1153839
  -2.1153793 ]
 [-1.8964888  -1.9013472  -1.922271   ...  0.20532115 -1.9005284
  -1.900533  ]
 [-3.649412   -3.6609335  -3.6804893  ... -4.5393367  -3.5977798
  -3.597762  ]]"
DR7_DED0_SX450,"[[13.016156   13.079329   13.153217   ... 10.022011   10.022117
  10.022114  ]
 [-3.0653553  -3.0976512  -3.2275386  ... -1.5103773  -1.5105867
  -1.5106122 ]
 [ 0.3621825   0.29662287  0.04916939 ...  3.6832867   3.6832423
   3.6832337 ]
 ...
 [ 1.2789906   1.1877725   1.1326685  ... -2.9195824  -2.9195645
  -2.9195619 ]
 [-0.2795107  -0.26821148 -0.17615552 ... -1.4744475  -1.4743297
  -1.4743166 ]
 [-6.4645743  -6.4642105  -6.526449   ... -5.0263667  -5.0264754
  -5.02649   ]]"
DR7_DED0_SX90,"[[13.61031    13.615115   13.638515   ... 11.759702   11.759688
  11.759684  ]
 [-2.5429     -2.556846   -2.503789   ... -1.9397011  -1.9397237
  -1.9397126 ]
 [-0.19241303 -0.11967331 -0.07182917 ...  0.4500968   0.4501292
   0.4501169 ]
 ...
 [-0.313079   -0.49208778 -0.5197085  ... -0.6540512  -0.65406895
  -0.65405965]
 [-1.5187072  -1.5021966  -1.4477758  ... -2.0663714  -2.0663671
  -2.0663757 ]
 [-5.0741577  -5.019026   -5.002438   ... -4.6157947  -4.6158013
  -4.6157928 ]]"
DR7_DKS0_SA1,"[[ 9.045214    9.04777     9.059594   ...  9.120241    9.039143
   9.029285  ]
 [-0.73193866 -0.7327815  -0.73666453 ... -0.75593364 -0.7289479
  -0.7270299 ]
 [ 0.09927038  0.10000097  0.10265528 ...  0.07704593  0.09189892
   0.09562755]
 ...
 [-2.7176316  -2.7177982  -2.717772   ... -2.646081   -2.710881
  -2.7195992 ]
 [-2.376317   -2.3760374  -2.3748093  ... -2.3385437  -2.3727627
  -2.3774834 ]
 [-3.9466162  -3.9474487  -3.9512835  ... -4.000645   -3.9471211
  -3.941145  ]]"
DR7_DKS0_SA2,"[[12.231432   12.381063   12.531614   ...  9.679802   10.439283
   9.6798    ]
 [-2.281438   -2.3154473  -2.2750635  ... -0.70083344 -0.58090574
  -0.700812  ]
 [-1.8379486  -1.758302   -1.6768992  ... -0.02133164 -1.4155306
  -0.02133496]
 ...
 [ 2.3414743   2.1906056   1.9845129  ... -2.1841125   0.44795188
  -2.1841195 ]
 [-0.43243265 -0.45870036 -0.44480267 ... -1.9821649  -0.4917757
  -1.9821703 ]
 [-5.902667   -5.876199   -5.837316   ... -5.3559194  -6.114868
  -5.3559113 ]]"
DR7_DKS0_SI1066,"[[13.061863   13.135366   13.188629   ... 11.615198   11.614666
  11.614609  ]
 [-3.0637784  -3.0594907  -3.0894961  ... -2.014011   -2.013555
  -2.0136592 ]
 [-0.38001806 -0.4583038  -0.48282158 ...  0.5481209   0.5483129
   0.5482851 ]
 ...
 [-0.2111316  -0.27549836 -0.25596246 ... -2.3627586  -2.3633456
  -2.3635805 ]
 [-1.007749   -1.030532   -1.0454772  ... -1.4547528  -1.4552867
  -1.4554453 ]
 [-5.389171   -5.378036   -5.403102   ... -4.672713   -4.672222
  -4.6723084 ]]"
DR7_DKS0_SI1696,"[[10.39811    10.4418335  10.927717   ... 11.618357   11.634411
  10.1977005 ]
 [-0.10292262 -0.14127624 -0.5184674  ... -1.9994302  -1.8673359
   0.06088349]
 [ 0.47197494  0.46304774  0.33159533 ... -1.7422069  -1.6302059
   0.52992165]
 ...
 [-2.7010217  -2.6814988  -2.410459   ...  0.01648802 -0.07678688
  -2.7947006 ]
 [-1.8289776  -1.817949   -1.6974844  ... -0.3895737  -0.3884022
  -1.8821297 ]
 [-4.6867175  -4.7126117  -4.979396   ... -6.8113737  -6.751102
  -4.5477076 ]]"
DR7_DKS0_SI2326,"[[12.151865   11.901176   11.915337   ... 10.650673   10.651095
  10.657591  ]
 [-2.3921976  -2.1200223  -2.1687458  ... -0.77600443 -0.77577484
  -0.77587646]
 [-1.4658921  -1.6770713  -1.6003491  ...  0.5096613   0.5095119
   0.5089867 ]
 ...
 [ 0.545838    0.26827526  0.02406138 ... -2.7724519  -2.7725067
  -2.7698252 ]
 [-0.7412637  -0.93223304 -1.0518074  ... -1.4352481  -1.4349183
  -1.4327643 ]
 [-6.072934   -5.772207   -5.64398    ... -4.613259   -4.6133585
  -4.6161823 ]]"
DR7_DKS0_SX166,"[[11.966037   12.041595   12.254316   ...  9.316195    9.316258
   9.316349  ]
 [-1.4578604  -1.4986188  -1.5974157  ... -0.43407506 -0.4340582
  -0.43408555]
 [-0.40225264 -0.38281146 -0.6179714  ...  0.4025044   0.40253168
   0.40257165]
 ...
 [ 0.06029657 -0.05650976 -0.02460456 ... -2.1310606  -2.1312506
  -2.1313276 ]
 [-1.8708355  -1.8979247  -1.7416207  ... -2.0146804  -2.0146365
  -2.0145917 ]
 [-4.2309837  -4.1977777  -4.282275   ... -3.5274825  -3.5274882
  -3.5275393 ]]"
DR7_DKS0_SX256,"[[ 1.0534545e+01  1.1176500e+01  1.2397753e+01 ...  1.1504353e+01
   1.0189078e+01  1.0188631e+01]
 [-1.6159928e+00 -1.9994025e+00 -2.9476833e+00 ... -2.4584684e+00
  -1.3977811e+00 -1.3976191e+00]
 [ 3.3190846e-04 -2.2268091e-01 -4.9653891e-01 ... -1.2291739e+00
   3.9954573e-02  3.9982587e-02]
 ...
 [-2.1356921e+00 -1.8431257e+00 -1.1268673e+00 ...  2.3260091e-01
  -2.3585584e+00 -2.3590393e+00]
 [-1.8672888e+00 -2.0139861e+00 -1.8929470e+00 ... -1.3870758e-01
  -1.7946048e+00 -1.7943435e+00]
 [-5.3018942e+00 -5.3980398e+00 -5.3710132e+00 ... -7.1198044e+00
  -5.1932120e+00 -5.1929522e+00]]"
DR7_DKS0_SX346,"[[ 8.350847    8.35179     8.358589   ...  9.20941     8.347269
   8.346271  ]
 [-0.85308254 -0.85427004 -0.8616345  ... -1.9065058  -0.8483099
  -0.8483615 ]
 [ 0.8771302   0.87742966  0.8783845  ... -0.65245706  0.8748126
   0.87671447]
 ...
 [-1.8592147  -1.8589327  -1.8529311  ... -0.14855033 -1.8602438
  -1.8647852 ]
 [-2.1339297  -2.1335459  -2.1309876  ... -0.2249938  -2.1348884
  -2.1349413 ]
 [-3.5689309  -3.569717   -3.5759254  ... -4.7362366  -3.565508
  -3.5648415 ]]"
DR7_DKS0_SX436,"[[10.692241   10.8503685  10.904251   ... 10.654721   10.654509
  10.654449  ]
 [-1.6354141  -1.7232234  -1.7624755  ... -1.6173377  -1.6168385
  -1.6168498 ]
 [ 0.21171269  0.2683654   0.29381853 ...  0.19824347  0.19883901
   0.19875628]
 ...
 [-2.8435965  -2.6783     -2.6193879  ... -2.879301   -2.8797474
  -2.8797543 ]
 [-0.9282203  -0.9944166  -1.0224955  ... -0.91147727 -0.91246927
  -0.9123739 ]
 [-4.861018   -4.86975    -4.8613596  ... -4.859202   -4.858286
  -4.8583536 ]]"
DR7_DKS0_SX76,"[[ 8.721827    8.754416    8.821257   ...  9.025651    8.701427
   8.701223  ]
 [-0.7226807  -0.7362217  -0.7537973  ... -1.5954486  -0.7131295
  -0.71311265]
 [ 0.7903291   0.7880188   0.7796861  ... -0.50802517  0.7913172
   0.79171306]
 ...
 [-2.684949   -2.6569443  -2.5987499  ... -0.63847315 -2.7009833
  -2.7016406 ]
 [-0.3748862  -0.3752889  -0.3871264  ...  1.3341572  -0.3749599
  -0.37525532]
 [-3.8158274  -3.8311567  -3.8494701  ... -4.90892    -3.806907
  -3.806596  ]]"
DR7_DLC1_SA1,"[[10.049848   10.042151   10.002527   ... 10.892729   11.346231
   9.969654  ]
 [-1.0403634  -1.0375544  -1.0235649  ... -1.8095554  -1.6182367
  -1.0100667 ]
 [ 0.07179511  0.07137436  0.0656531  ... -1.5090377  -1.3504297
   0.05521959]
 ...
 [-2.1373053  -2.1381269  -2.1422224  ... -1.7739561  -1.7978287
  -2.1414802 ]
 [-2.1679015  -2.1702275  -2.1778905  ... -0.8226007  -0.70926
  -2.1819825 ]
 [-4.0599127  -4.0563736  -4.042831   ... -5.032028   -4.992695
  -4.034083  ]]"
DR7_DLC1_SA2,"[[12.785482   12.901234   12.899616   ... 10.621301   10.621296
  10.621341  ]
 [-2.0827744  -2.1303754  -2.058456   ... -1.3579173  -1.3579153
  -1.35793   ]
 [-1.3402927  -1.3053641  -1.3757277  ... -0.9579934  -0.95798457
  -0.9580002 ]
 ...
 [ 1.2042896   0.91156334  0.8231553  ... -1.5948391  -1.5948272
  -1.5948182 ]
 [-0.6209876  -0.6635666  -0.57783365 ... -2.4129179  -2.4129138
  -2.4129243 ]
 [-5.8056087  -5.740878   -5.7688084  ... -5.061933   -5.0619473
  -5.061926  ]]"
DR7_DLC1_SI1435,"[[ 1.3540730e+01  1.3504671e+01  1.3504073e+01 ...  1.2845703e+01
   1.0764183e+01  1.0763828e+01]
 [-2.9488392e+00 -3.0227273e+00 -3.0188856e+00 ... -1.5894587e+00
  -5.2599430e-01 -5.2584374e-01]
 [-1.3965455e-01 -1.2651402e-01 -7.7390730e-02 ... -8.0554420e-01
   5.1770306e-01  5.1778418e-01]
 ...
 [ 5.1652533e-01  2.7826995e-01 -9.3542933e-03 ... -1.0607860e+00
  -1.9930005e+00 -1.9930456e+00]
 [-1.7737849e+00 -1.7887800e+00 -1.7690115e+00 ... -1.6353557e+00
  -2.1240377e+00 -2.1240711e+00]
 [-5.3552814e+00 -5.2540841e+00 -5.1270552e+00 ... -4.9896860e+00
  -4.0369043e+00 -4.0365419e+00]]"
DR7_DLC1_SI2065,"[[ 9.403082    9.447432    9.389892   ...  9.299321    9.290932
   9.291006  ]
 [-0.12425858 -0.13134493 -0.11975981 ... -0.09259522 -0.0887695
  -0.08877235]
 [ 0.47753966  0.46688682  0.4739796  ...  0.48537487  0.48499963
   0.48499477]
 ...
 [-2.4031467  -2.3885193  -2.4090939  ... -2.4196484  -2.421899
  -2.4218793 ]
 [-1.9117208  -1.9069443  -1.9151369  ... -1.9311262  -1.932267
  -1.9322437 ]
 [-3.6498096  -3.6748257  -3.6412897  ... -3.5940366  -3.5910258
  -3.5910735 ]]"
DR7_DLC1_SI2144,"[[ 8.691584    8.618109    8.610966   ...  9.371828    9.370419
   9.370417  ]
 [-3.2094588  -3.183412   -3.0901647  ... -1.0322502  -1.0315902
  -1.0315859 ]
 [ 0.424904    0.4131928   0.32543656 ... -0.6073318  -0.60742915
  -0.6073893 ]
 ...
 [-0.41510978 -0.75549364 -0.77997434 ... -1.9064077  -1.906423
  -1.9062518 ]
 [-1.0865929  -1.0576936  -1.0761806  ... -3.1139307  -3.1139445
  -3.1140032 ]
 [-4.3936124  -4.2876854  -4.2256722  ... -3.8037462  -3.8025403
  -3.8024213 ]]"
DR7_DLC1_SX175,"[[12.413567   12.588586   12.859159   ... 10.021553   10.015502
  10.015596  ]
 [-1.6331913  -1.7164408  -1.910377   ... -0.7374171  -0.7354536
  -0.73545957]
 [-0.1256401  -0.22211745 -0.46846512 ...  0.35025138  0.35120428
   0.35106388]
 ...
 [-0.3984117  -0.42071968 -0.33636808 ... -2.0562153  -2.0581164
  -2.0580025 ]
 [-0.9928602  -1.0135306  -0.9012368  ... -1.7547135  -1.7563262
  -1.7562952 ]
 [-5.038246   -5.0654526  -5.2219834  ... -3.8702989  -3.8653498
  -3.8654563 ]]"
DR7_DLC1_SX265,"[[13.403217   13.43953    13.389259   ... 13.648857   11.774764
  11.774612  ]
 [-2.8299317  -2.7814133  -2.7001755  ... -2.8313584  -1.6367974
  -1.6367693 ]
 [-0.3355509  -0.43405324 -0.63915753 ... -0.49615708  0.5854426
   0.5854661 ]
 ...
 [-0.12057248 -0.20848715 -0.23277193 ... -1.2087733  -1.536844
  -1.5368532 ]
 [-1.6418889  -1.6465437  -1.6976169  ... -0.574057   -1.839858
  -1.839866  ]
 [-5.389393   -5.338868   -5.2819147  ... -5.4423757  -4.565681
  -4.565546  ]]"
DR7_DLC1_SX355,"[[ 1.2031834e+01  1.2047092e+01  1.2004918e+01 ...  1.0216902e+01
   1.0217751e+01  1.0216883e+01]
 [-2.7499003e+00 -2.7179925e+00 -2.6779928e+00 ... -1.2441983e+00
  -1.2445760e+00 -1.2441862e+00]
 [-1.3509836e+00 -1.3855921e+00 -1.4444823e+00 ...  4.0642783e-02
   4.0844530e-02  4.0624619e-02]
 ...
 [ 2.0391071e-01  1.3768357e-01 -6.7158043e-03 ... -2.6723392e+00
  -2.6720915e+00 -2.6723478e+00]
 [-4.7887617e-01 -4.3934089e-01 -3.1860933e-01 ... -2.3457875e+00
  -2.3456082e+00 -2.3457911e+00]
 [-5.6392956e+00 -5.6525426e+00 -5.6782656e+00 ... -3.9894829e+00
  -3.9899154e+00 -3.9894729e+00]]"
DR7_DLC1_SX445,"[[ 9.997465   10.069434   10.188828   ...  9.0732      9.073195
   9.073195  ]
 [-2.864839   -2.8432245  -2.794327   ... -1.0457803  -1.0457797
  -1.0457691 ]
 [-0.46422714 -0.3408457  -0.19938508 ... -0.43991566 -0.4399019
  -0.43985394]
 ...
 [-0.78895235 -0.925439   -1.143796   ... -3.2615073  -3.2614925
  -3.2614474 ]
 [-0.40901852 -0.4698224  -0.5588403  ... -1.8755307  -1.8755416
  -1.8755864 ]
 [-4.676317   -4.595645   -4.5025053  ... -3.5703986  -3.570383
  -3.5703316 ]]"
DR7_DLC1_SX85,"[[13.27253    13.340665   13.368906   ... 10.147667   10.148214
  10.147433  ]
 [-2.3540268  -2.5915334  -2.7665129  ... -0.3648625  -0.36494943
  -0.364743  ]
 [-0.20182435 -0.35928187 -0.44938475 ...  0.41056675  0.4105178
   0.41049123]
 ...
 [-0.0438863  -0.0575206  -0.19613796 ... -1.4742596  -1.4736731
  -1.4742978 ]
 [-0.44510692 -0.34656015 -0.2286626  ... -1.9348376  -1.9347334
  -1.9349575 ]
 [-5.6961412  -5.8271074  -5.8800564  ... -3.9220629  -3.922452
  -3.9218867 ]]"
DR7_DLM0_SA1,"[[12.01899    12.086263   12.049816   ...  9.908687    9.404243
   9.404276  ]
 [-2.4195552  -2.4716644  -2.4708338  ... -0.9528718  -0.81608474
  -0.8160522 ]
 [ 0.14014584  0.14820099  0.1643571  ... -1.259908   -0.07385828
  -0.07387452]
 ...
 [ 0.43224514  0.31225908  0.09736685 ... -1.4691601  -2.1562552
  -2.156234  ]
 [-0.2643004  -0.21255106 -0.11797272 ... -0.75032854 -3.0568964
  -3.05685   ]
 [-4.6181345  -4.625604   -4.565289   ... -4.9491954  -3.7342741
  -3.7343097 ]]"
DR7_DLM0_SA2,"[[13.1494465  13.270056   13.309805   ... 11.327297   11.32711
  11.327097  ]
 [-2.6238286  -2.6629608  -2.657807   ... -1.6582547  -1.6580784
  -1.6580831 ]
 [-0.8466051  -0.74425995 -0.72624815 ...  0.03525163  0.03530574
   0.03531446]
 ...
 [ 1.1233227   0.93833065  0.84810936 ... -1.1043144  -1.1044285
  -1.1044352 ]
 [-0.36037764 -0.42396742 -0.40322283 ... -1.8237605  -1.8238899
  -1.8238895 ]
 [-5.715666   -5.6815033  -5.67922    ... -5.427387   -5.427146
  -5.4271364 ]]"
DR7_DLM0_SI1234,"[[13.085751   13.155083   13.177378   ... 11.069716   11.047406
  11.047029  ]
 [-2.2933083  -2.376801   -2.4194226  ... -1.5572371  -1.5440656
  -1.5437943 ]
 [-0.12209347 -0.11458066 -0.28408986 ...  0.77403075  0.7740616
   0.77406836]
 ...
 [ 0.16203167  0.04913533 -0.03980303 ... -1.6777866  -1.6790943
  -1.6791095 ]
 [-1.5241342  -1.4815961  -1.3669376  ... -2.4254308  -2.4357414
  -2.435935  ]
 [-5.29665    -5.3076057  -5.3111725  ... -4.412493   -4.3982806
  -4.398023  ]]"
DR7_DLM0_SI1864,"[[13.2492695  13.4062195  13.398927   ... 12.576302   11.682159
  11.679213  ]
 [-2.2552552  -2.247168   -2.3483744  ... -1.3433564  -0.71229374
  -0.710639  ]
 [-1.5568134  -1.4878101  -1.5995817  ... -1.0287018  -0.5892093
  -0.58840245]
 ...
 [ 0.8814512   0.7237063   0.7692082  ...  0.09312913 -0.5425703
  -0.54547435]
 [-0.6684452  -0.6776954  -0.58796424 ... -0.8946233  -1.7864285
  -1.7884892 ]
 [-5.775258   -5.785592   -5.882395   ... -5.617591   -5.2133574
  -5.2116137 ]]"
DR7_DLM0_SI604,"[[10.948142   10.7686405  10.681812   ... 12.276547   11.522575
  11.522293  ]
 [-2.445352   -2.3544197  -2.298982   ... -2.2357783  -1.3610609
  -1.3608983 ]
 [-2.118472   -2.1817393  -2.205955   ... -1.9001073  -0.66379213
  -0.6637072 ]
 ...
 [-0.21252477 -0.26480594 -0.37759972 ...  0.20090961 -1.1809455
  -1.1809978 ]
 [-1.1064007  -1.1103059  -1.2149144  ... -0.36010772 -2.3409233
  -2.3411062 ]
 [-5.834072   -5.7962427  -5.704624   ... -5.7186756  -4.77156
  -4.771408  ]]"
DR7_DLM0_SX154,"[[10.306455   10.073891    9.867802   ... 10.032702   10.032694
  10.032658  ]
 [-2.6438231  -2.3462405  -2.346603   ... -0.70460826 -0.7045991
  -0.70460296]
 [-0.31831732 -0.22528666 -0.08780371 ...  0.11355868  0.11352578
   0.11360221]
 ...
 [-0.02289689 -0.7968098  -0.94805044 ... -2.4348917  -2.434874
  -2.434922  ]
 [ 0.44232503  0.18497097  0.14460291 ... -1.5301546  -1.5301676
  -1.5301626 ]
 [-5.8099594  -5.4265604  -5.286629   ... -4.599481   -4.599478
  -4.59944   ]]"
DR7_DLM0_SX244,"[[11.101778   10.904034    9.752765   ... 11.073557   11.0701885
  11.070175  ]
 [-3.6009157  -3.7114692  -3.860738   ...  1.1302435   1.1275921
   1.1275496 ]
 [-0.67879385 -0.6160389  -0.18162072 ...  0.42859456  0.43056995
   0.4305888 ]
 ...
 [ 1.0053269   0.4157153  -0.31820196 ... -0.5306062  -0.5334641
  -0.5334889 ]
 [ 0.9128419   0.9276271   0.8078393  ... -1.5541723  -1.555603
  -1.5555905 ]
 [-6.096149   -5.945478   -5.8467827  ... -4.3608823  -4.3592763
  -4.359293  ]]"
