,start,stop,utterance,duration_s,phone_rate,sample_id
4,33720,50960,exacerbations,1.0775,0.9280742459396752,DR8_MBG0_SI1160
5,53800,55480,nor,0.105,9.523809523809524,DR8_MBG0_SI1160
6,55480,58760,his,0.205,4.878048780487805,DR8_MBG0_SI1160
7,58760,65400,despair,0.415,2.4096385542168677,DR8_MBG0_SI1160
8,65400,67300,were,0.11875,8.421052631578947,DR8_MBG0_SI1160
9,67300,71513,kin,0.2633125,3.797768810823641,DR8_MBG0_SI1160
10,71513,73518,to,0.1253125,7.980049875311721,DR8_MBG0_SI1160
11,73518,82214,yours,0.5435,1.8399264029438822,DR8_MBG0_SI1160
0,2120,4177,oh,0.1285625,7.778317938745746,DR8_MBG0_SI1790
1,4177,12520,yes,0.5214375,1.917775380558552,DR8_MBG0_SI1790
2,14040,15800,he'd,0.11,9.090909090909092,DR8_MBG0_SI1790
3,15800,21240,talked,0.34,2.941176470588235,DR8_MBG0_SI1790
4,21240,26280,about,0.315,3.1746031746031744,DR8_MBG0_SI1790
5,26280,30360,doing,0.255,3.9215686274509802,DR8_MBG0_SI1790
6,30360,35560,so,0.325,3.0769230769230766,DR8_MBG0_SI1790
0,2600,7880,hello,0.33,3.0303030303030303,DR8_MBG0_SI2264
1,7880,15600,boss,0.4825,2.072538860103627,DR8_MBG0_SI2264
2,15600,18600,he,0.1875,5.333333333333333,DR8_MBG0_SI2264
3,18600,22840,said,0.265,3.773584905660377,DR8_MBG0_SI2264
4,22840,24720,and,0.1175,8.51063829787234,DR8_MBG0_SI2264
5,24720,30840,grinned,0.3825,2.6143790849673203,DR8_MBG0_SI2264
0,2214,7800,remember,0.349125,2.864303616183315,DR8_MBG0_SX260
1,7800,10819,to,0.1886875,5.299768135144087,DR8_MBG0_SX260
2,10819,16167,allow,0.33425,2.9917726252804786,DR8_MBG0_SX260
3,16167,23560,identical,0.4620625,2.164209387258217,DR8_MBG0_SX260
4,23560,30955,twins,0.4621875,2.1636240703177823,DR8_MBG0_SX260
5,30955,33462,to,0.1566875,6.382130035899481,DR8_MBG0_SX260
6,33462,37480,enter,0.251125,3.9820806371329023,DR8_MBG0_SX260
7,37480,44760,freely,0.455,2.1978021978021975,DR8_MBG0_SX260
0,3509,7185,this,0.22975,4.352557127312296,DR8_MBG0_SX3
1,8040,10920,was,0.18,5.555555555555555,DR8_MBG0_SX3
2,10920,15560,easy,0.29,3.4482758620689657,DR8_MBG0_SX3
3,15560,20469,for,0.3068125,3.259319617029945,DR8_MBG0_SX3
4,20469,26680,us,0.3881875,2.576074706166479,DR8_MBG0_SX3
0,2172,6057,many,0.2428125,4.1184041184041185,DR8_MBG0_SX350
1,6057,11480,wealthy,0.3389375,2.9503964595242484,DR8_MBG0_SX350
2,11480,22224,tycoons,0.6715,1.4892032762472078,DR8_MBG0_SX350
3,22224,29577,splurged,0.4595625,2.175982592139263,DR8_MBG0_SX350
4,29577,30695,and,0.069875,14.311270125223611,DR8_MBG0_SX350
5,30695,34715,bought,0.25125,3.9800995024875627,DR8_MBG0_SX350
6,34715,39720,both,0.3128125,3.196803196803197,DR8_MBG0_SX350
7,39720,40440,a,0.045,22.22222222222222,DR8_MBG0_SX350
8,40440,45821,yacht,0.3363125,2.9734250139379297,DR8_MBG0_SX350
9,45821,48161,and,0.14625,6.837606837606838,DR8_MBG0_SX350
10,48161,49080,a,0.0574375,17.410228509249183,DR8_MBG0_SX350
11,49080,56200,schooner,0.445,2.247191011235955,DR8_MBG0_SX350
0,2130,4177,the,0.1279375,7.816316560820713,DR8_MBG0_SX440
1,4177,15480,advertising,0.7064375,1.4155533929045385,DR8_MBG0_SX440
2,15480,21263,verse,0.3614375,2.766730070897458,DR8_MBG0_SX440
3,21263,24240,of,0.1860625,5.374538125629829,DR8_MBG0_SX440
4,24240,30287,plymouth,0.3779375,2.645940135604432,DR8_MBG0_SX440
5,30287,36840,variety,0.4095625,2.441629787883412,DR8_MBG0_SX440
6,36840,42040,store,0.325,3.0769230769230766,DR8_MBG0_SX440
7,42040,46840,never,0.3,3.3333333333333335,DR8_MBG0_SX440
8,46840,58200,changes,0.71,1.4084507042253522,DR8_MBG0_SX440
0,2280,5709,it's,0.2143125,4.666083406240887,DR8_MBG0_SX80
1,5709,11880,illegal,0.3856875,2.592772646248582,DR8_MBG0_SX80
2,11880,13320,to,0.09,11.11111111111111,DR8_MBG0_SX80
3,13320,21806,postdate,0.530375,1.8854584020740042,DR8_MBG0_SX80
4,21806,22920,a,0.069625,14.362657091561937,DR8_MBG0_SX80
5,22920,30036,check,0.44475,2.2484541877459248,DR8_MBG0_SX80
0,2360,5347,she,0.1866875,5.356545028456646,DR8_NKL0_SA1
1,5347,9340,had,0.2495625,4.007012271475081,DR8_NKL0_SA1
2,8930,10760,your,0.114375,8.743169398907103,DR8_NKL0_SA1
3,10760,15331,dark,0.2856875,3.500328155764603,DR8_NKL0_SA1
4,15331,20520,suit,0.3243125,3.083445750626325,DR8_NKL0_SA1
5,20520,22684,in,0.13525,7.393715341959334,DR8_NKL0_SA1
6,22684,29201,greasy,0.4073125,2.4551173852999844,DR8_NKL0_SA1
7,29201,34840,wash,0.3524375,2.8373825146302534,DR8_NKL0_SA1
8,35360,39185,water,0.2390625,4.183006535947713,DR8_NKL0_SA1
9,40200,43084,all,0.18025,5.547850208044383,DR8_NKL0_SA1
10,43084,46920,year,0.23975,4.1710114702815435,DR8_NKL0_SA1
0,2172,4760,don't,0.16175,6.182380216383307,DR8_NKL0_SA2
1,4760,8939,ask,0.2611875,3.8286671452500594,DR8_NKL0_SA2
2,9200,10800,me,0.1,10.0,DR8_NKL0_SA2
3,10800,11960,to,0.0725,13.793103448275863,DR8_NKL0_SA2
4,11960,17114,carry,0.322125,3.104384943733023,DR8_NKL0_SA2
5,17114,18463,an,0.0843125,11.860637509266123,DR8_NKL0_SA2
6,18463,23979,oily,0.34475,2.9006526468455403,DR8_NKL0_SA2
7,23979,29744,rag,0.3603125,2.7753686036426712,DR8_NKL0_SA2
8,29744,34255,like,0.2819375,3.5468853912657945,DR8_NKL0_SA2
9,34255,39436,that,0.3238125,3.088206909862961,DR8_NKL0_SA2
0,2240,4120,why,0.1175,8.51063829787234,DR8_NKL0_SI1522
1,4120,8982,couldn't,0.303875,3.290826820238585,DR8_NKL0_SI1522
2,8982,10653,they,0.1044375,9.57510472770796,DR8_NKL0_SI1522
3,10653,12491,have,0.114875,8.705114254624592,DR8_NKL0_SI1522
4,12491,17730,dumped,0.3274375,3.0540179423554115,DR8_NKL0_SI1522
5,17730,19300,him,0.098125,10.19108280254777,DR8_NKL0_SI1522
6,19300,23710,off,0.275625,3.6281179138321993,DR8_NKL0_SI1522
7,23710,25817,on,0.1316875,7.593735168485998,DR8_NKL0_SI1522
8,25817,32334,someone,0.4073125,2.4551173852999844,DR8_NKL0_SI1522
9,32334,38510,else,0.386,2.5906735751295336,DR8_NKL0_SI1522
0,2040,5514,his,0.217125,4.605641911341393,DR8_NKL0_SI2152
1,5514,11948,fingers,0.402125,2.4867889337892444,DR8_NKL0_SI2152
2,11948,17200,fumbled,0.32825,3.0464584920030466,DR8_NKL0_SI2152
3,17200,23360,across,0.385,2.5974025974025974,DR8_NKL0_SI2152
4,23360,24760,the,0.0875,11.428571428571429,DR8_NKL0_SI2152
5,24760,36094,bandages,0.708375,1.4116816657843656,DR8_NKL0_SI2152
0,2160,4720,no,0.16,6.25,DR8_NKL0_SI892
1,4720,12240,chemical,0.47,2.127659574468085,DR8_NKL0_SI892
2,12240,24970,fertilizers,0.795625,1.2568735271013354,DR8_NKL0_SI892
3,24970,26765,and,0.1121875,8.913649025069638,DR8_NKL0_SI892
4,26765,36280,poisonous,0.5946875,1.6815554387808722,DR8_NKL0_SI892
5,36280,50050,insecticides,0.860625,1.1619462599854757,DR8_NKL0_SI892
6,50050,51720,and,0.104375,9.580838323353294,DR8_NKL0_SI892
7,51720,62539,fungicides,0.6761875,1.4788797485904426,DR8_NKL0_SI892
8,62539,64274,are,0.1084375,9.221902017291066,DR8_NKL0_SI892
9,64274,72462,used,0.51175,1.9540791402051783,DR8_NKL0_SI892
0,2032,3174,the,0.071375,14.010507880910684,DR8_NKL0_SX172
1,3174,13895,triumphant,0.6700625,1.492398097192426,DR8_NKL0_SX172
2,13895,23320,warrior,0.5890625,1.6976127320954906,DR8_NKL0_SX172
3,23320,31721,exhibited,0.5250625,1.904535174384002,DR8_NKL0_SX172
4,31721,38349,naive,0.41425,2.4140012070006036,DR8_NKL0_SX172
5,38349,49072,heroism,0.6701875,1.4921197426093442,DR8_NKL0_SX172
0,2120,4845,how,0.1703125,5.871559633027522,DR8_NKL0_SX196
1,4845,6684,do,0.1149375,8.700380641653073,DR8_NKL0_SX196
2,6684,14120,oysters,0.46475,2.1516944593867673,DR8_NKL0_SX196
3,14560,18660,make,0.25625,3.9024390243902443,DR8_NKL0_SX196
4,18660,25930,pearls,0.454375,2.2008253094910595,DR8_NKL0_SX196
0,3840,6308,can,0.15425,6.482982171799027,DR8_NKL0_SX262
1,6308,8214,the,0.119125,8.39454354669465,DR8_NKL0_SX262
2,8214,16920,agency,0.544125,1.837813002526993,DR8_NKL0_SX262
3,17629,24187,overthrow,0.409875,2.439768222018908,DR8_NKL0_SX262
4,24788,30040,alien,0.32825,3.0464584920030466,DR8_NKL0_SX262
5,30040,38910,forces,0.554375,1.8038331454340475,DR8_NKL0_SX262
0,2673,10778,suburban,0.5065625,1.974090067859346,DR8_NKL0_SX442
1,10778,21765,housewives,0.6866875,1.4562664967689087,DR8_NKL0_SX442
2,24080,29242,often,0.322625,3.0995738086013174,DR8_NKL0_SX442
3,29242,34760,suffer,0.344875,2.899601304820587,DR8_NKL0_SX442
4,34760,37765,from,0.1878125,5.324459234608986,DR8_NKL0_SX442
5,37765,38720,the,0.0596875,16.75392670157068,DR8_NKL0_SX442
6,38720,43878,gab,0.322375,3.1019775106630476,DR8_NKL0_SX442
7,43878,49660,habit,0.361375,2.767208578346593,DR8_NKL0_SX442
0,3750,6302,good,0.1595,6.269592476489028,DR8_NKL0_SX82
1,6302,15874,service,0.59825,1.671541997492687,DR8_NKL0_SX82
2,18120,22864,should,0.2965,3.3726812816188874,DR8_NKL0_SX82
3,22864,24814,be,0.121875,8.205128205128206,DR8_NKL0_SX82
4,24814,33600,rewarded,0.549125,1.821078989301161,DR8_NKL0_SX82
5,33600,35400,by,0.1125,8.88888888888889,DR8_NKL0_SX82
6,35400,39901,big,0.2813125,3.5547656076427456,DR8_NKL0_SX82
7,39901,48610,tips,0.5443125,1.8371799288092778,DR8_NKL0_SX82
0,2260,4595,she,0.1459375,6.852248394004283,DR8_PLS0_SA1
1,4595,8024,had,0.2143125,4.666083406240887,DR8_PLS0_SA1
2,8024,9881,your,0.1160625,8.616047388260636,DR8_PLS0_SA1
3,9881,14370,dark,0.2805625,3.5642682111828914,DR8_PLS0_SA1
4,14370,18280,suit,0.244375,4.092071611253197,DR8_PLS0_SA1
5,18280,20736,in,0.1535,6.514657980456026,DR8_PLS0_SA1
6,20736,26093,greasy,0.3348125,2.9867463132350194,DR8_PLS0_SA1
7,26093,31390,wash,0.3310625,3.0205776854823485,DR8_PLS0_SA1
8,32080,36678,water,0.287375,3.4797738147020443,DR8_PLS0_SA1
9,36678,39918,all,0.2025,4.938271604938271,DR8_PLS0_SA1
10,39918,44312,year,0.274625,3.6413290851160673,DR8_PLS0_SA1
0,2270,4678,don't,0.1505,6.644518272425249,DR8_PLS0_SA2
1,4678,9160,ask,0.280125,3.5698348951360996,DR8_PLS0_SA2
2,9160,10840,me,0.105,9.523809523809524,DR8_PLS0_SA2
3,10840,12281,to,0.0900625,11.103400416377514,DR8_PLS0_SA2
4,12281,18297,carry,0.376,2.6595744680851063,DR8_PLS0_SA2
5,18297,19560,an,0.0789375,12.66825019794141,DR8_PLS0_SA2
6,19560,24731,oily,0.3231875,3.094179075614001,DR8_PLS0_SA2
7,24731,29840,rag,0.3193125,3.131728322568017,DR8_PLS0_SA2
8,29840,33240,like,0.2125,4.705882352941177,DR8_PLS0_SA2
9,33240,39140,that,0.36875,2.711864406779661,DR8_PLS0_SA2
0,2090,3721,with,0.1019375,9.809932556713672,DR8_PLS0_SI1590
1,3721,6160,his,0.1524375,6.5600656006560065,DR8_PLS0_SI1590
2,6160,11370,club,0.325625,3.071017274472169,DR8_PLS0_SI1590
3,11370,15063,foot,0.2308125,4.332520985648524,DR8_PLS0_SI1590
4,15063,17240,he,0.1360625,7.349563619660082,DR8_PLS0_SI1590
5,17240,21560,might,0.27,3.7037037037037033,DR8_PLS0_SI1590
6,21560,24059,well,0.1561875,6.4025610244097635,DR8_PLS0_SI1590
7,24059,26440,be,0.1488125,6.719865602687947,DR8_PLS0_SI1590
8,26440,35320,grateful,0.555,1.8018018018018016,DR8_PLS0_SI1590
0,2210,3068,the,0.053625,18.64801864801865,DR8_PLS0_SI2220
1,3068,7690,red,0.288875,3.4617048896581566,DR8_PLS0_SI2220
2,7690,12260,pills,0.285625,3.50109409190372,DR8_PLS0_SI2220
3,12260,14370,are,0.131875,7.5829383886255926,DR8_PLS0_SI2220
4,14370,15373,a,0.0626875,15.952143569292126,DR8_PLS0_SI2220
5,15373,23000,vitamin,0.4766875,2.0978104103841617,DR8_PLS0_SI2220
6,23000,24960,and,0.1225,8.16326530612245,DR8_PLS0_SI2220
7,24960,29920,iron,0.31,3.2258064516129035,DR8_PLS0_SI2220
8,29920,41058,compound,0.696125,1.4365236128568863,DR8_PLS0_SI2220
0,4160,6240,no,0.13,7.692307692307692,DR8_PLS0_SI960
1,6240,10190,group,0.246875,4.0506329113924044,DR8_PLS0_SI960
2,10190,13033,of,0.1776875,5.627857896588111,DR8_PLS0_SI960
3,13033,22976,officers,0.6214375,1.6091722820074426,DR8_PLS0_SI960
4,22976,26960,came,0.249,4.016064257028113,DR8_PLS0_SI960
5,26960,29361,in,0.1500625,6.663890045814244,DR8_PLS0_SI960
6,29771,31560,for,0.1118125,8.943543879262158,DR8_PLS0_SI960
7,31560,34715,more,0.1971875,5.071315372424723,DR8_PLS0_SI960
8,34715,43620,spirited,0.5565625,1.7967434025828188,DR8_PLS0_SI960
9,43620,55720,denunciation,0.75625,1.322314049586777,DR8_PLS0_SI960
10,55720,59065,than,0.2090625,4.783258594917787,DR8_PLS0_SI960
11,59065,60040,the,0.0609375,16.410256410256412,DR8_PLS0_SI960
12,60040,70450,doctors,0.650625,1.536983669548511,DR8_PLS0_SI960
0,1896,10986,vietnamese,0.568125,1.7601760176017602,DR8_PLS0_SX150
1,10986,18798,cuisine,0.48825,2.048131080389145,DR8_PLS0_SX150
2,18798,21556,is,0.172375,5.8013052936910805,DR8_PLS0_SX150
3,21556,32180,exquisite,0.664,1.506024096385542,DR8_PLS0_SX150
0,2960,5370,it's,0.150625,6.639004149377593,DR8_PLS0_SX240
1,5370,10059,not,0.2930625,3.4122414160801875,DR8_PLS0_SX240
2,10059,13480,easy,0.2138125,4.6769950306927806,DR8_PLS0_SX240
3,13480,15164,to,0.10525,9.501187648456057,DR8_PLS0_SX240
4,15164,21138,create,0.373375,2.678272514228323,DR8_PLS0_SX240
5,21138,32360,illuminating,0.701375,1.4257708073427198,DR8_PLS0_SX240
6,32360,44940,examples,0.78625,1.2718600953895072,DR8_PLS0_SX240
0,3640,6593,this,0.1845625,5.418218760582459,DR8_PLS0_SX3
1,6593,9148,was,0.1596875,6.262230919765166,DR8_PLS0_SX3
2,9148,13994,easy,0.302875,3.30169211721007,DR8_PLS0_SX3
3,13994,18798,for,0.30025,3.330557868442964,DR8_PLS0_SX3
4,18798,22710,us,0.2445,4.08997955010225,DR8_PLS0_SX3
0,2390,6287,count,0.2435625,4.105722350526046,DR8_PLS0_SX330
1,6287,7412,the,0.0703125,14.222222222222221,DR8_PLS0_SX330
2,7412,12365,number,0.3095625,3.2303654350898445,DR8_PLS0_SX330
3,12365,14280,of,0.1196875,8.35509138381201,DR8_PLS0_SX330
4,14280,23060,teaspoons,0.54875,1.8223234624145788,DR8_PLS0_SX330
5,23060,24510,of,0.090625,11.03448275862069,DR8_PLS0_SX330
6,24510,33879,soysauce,0.5855625,1.707759632831679,DR8_PLS0_SX330
7,33879,38308,that,0.2768125,3.6125536238428535,DR8_PLS0_SX330
8,38308,39457,you,0.0718125,13.92515230635335,DR8_PLS0_SX330
9,39457,44401,add,0.309,3.236245954692557,DR8_PLS0_SX330
0,2250,3612,the,0.085125,11.747430249632892,DR8_PLS0_SX60
1,3612,15068,legislature,0.716,1.3966480446927374,DR8_PLS0_SX60
2,15068,19174,met,0.256625,3.896736483195324,DR8_PLS0_SX60
3,19174,20857,to,0.1051875,9.506833036244801,DR8_PLS0_SX60
4,20857,26070,judge,0.3258125,3.0692499520429695,DR8_PLS0_SX60
5,26640,27780,the,0.07125,14.035087719298247,DR8_PLS0_SX60
6,27780,32759,state,0.3111875,3.2134966860815424,DR8_PLS0_SX60
7,32759,34293,of,0.095875,10.430247718383312,DR8_PLS0_SX60
8,34293,40190,public,0.3685625,2.713244022384263,DR8_PLS0_SX60
9,40190,49960,education,0.610625,1.6376663254861823,DR8_PLS0_SX60
0,2300,5192,she,0.18075,5.532503457814661,DR8_BCG0_SA1
1,5192,9566,had,0.273375,3.6579789666209424,DR8_BCG0_SA1
2,8750,10840,your,0.130625,7.6555023923444985,DR8_BCG0_SA1
3,10840,15749,dark,0.3068125,3.259319617029945,DR8_BCG0_SA1
4,15749,23979,suit,0.514375,1.9441069258809234,DR8_BCG0_SA1
5,23979,26526,in,0.1591875,6.281900274833137,DR8_BCG0_SA1
6,26526,32375,greasy,0.3655625,2.7355103436484867,DR8_BCG0_SA1
7,32375,37910,wash,0.3459375,2.890695573622403,DR8_BCG0_SA1
8,38240,42314,water,0.254625,3.927344133529701,DR8_BCG0_SA1
9,42314,44653,all,0.1461875,6.840530141085934,DR8_BCG0_SA1
10,44653,48120,year,0.2166875,4.61494087107009,DR8_BCG0_SA1
0,2230,4280,don't,0.128125,7.8048780487804885,DR8_BCG0_SA2
1,4280,7750,ask,0.216875,4.610951008645533,DR8_BCG0_SA2
2,8138,9600,me,0.091375,10.943912448700411,DR8_BCG0_SA2
3,9600,11400,to,0.1125,8.88888888888889,DR8_BCG0_SA2
4,11400,16375,carry,0.3109375,3.2160804020100504,DR8_BCG0_SA2
5,16375,18214,an,0.1149375,8.700380641653073,DR8_BCG0_SA2
6,18214,25640,oily,0.464125,2.1545919741448962,DR8_BCG0_SA2
7,25640,30560,rag,0.3075,3.252032520325203,DR8_BCG0_SA2
8,30560,33320,like,0.1725,5.797101449275363,DR8_BCG0_SA2
9,33320,38182,that,0.303875,3.290826820238585,DR8_BCG0_SA2
0,1873,4609,he'd,0.171,5.847953216374268,DR8_BCG0_SI2217
1,4609,8640,not,0.2519375,3.9692384023815435,DR8_BCG0_SI2217
2,8640,12574,only,0.245875,4.067107269954245,DR8_BCG0_SI2217
3,12574,17040,told,0.279125,3.5826242722794444,DR8_BCG0_SI2217
4,17040,18741,me,0.1063125,9.40623162845385,DR8_BCG0_SI2217
5,18741,24920,so,0.3861875,2.5894157630684576,DR8_BCG0_SI2217
6,28662,31080,he'd,0.151125,6.617038875103391,DR8_BCG0_SI2217
7,31080,38975,proved,0.4934375,2.026599113362888,DR8_BCG0_SI2217
8,38975,41044,it,0.1293125,7.733204446592557,DR8_BCG0_SI2217
0,2180,3222,it,0.065125,15.355086372360844,DR8_BCG0_SI486
1,3222,6140,was,0.182375,5.483207676490747,DR8_BCG0_SI486
2,6140,10033,time,0.2433125,4.109940919599281,DR8_BCG0_SI486
3,10033,11452,to,0.0886875,11.275546159267089,DR8_BCG0_SI486
4,11452,13368,go,0.11975,8.350730688935283,DR8_BCG0_SI486
5,13368,15653,up,0.1428125,7.00218818380744,DR8_BCG0_SI486
6,15653,24229,myself,0.536,1.8656716417910446,DR8_BCG0_SI486
0,2161,3255,but,0.068375,14.62522851919561,DR8_BCG0_SI957
1,3255,4845,he,0.099375,10.062893081761006,DR8_BCG0_SI957
2,4845,8560,was,0.2321875,4.306864064602961,DR8_BCG0_SI957
3,8560,12657,very,0.2560625,3.9052965584574073,DR8_BCG0_SI957
4,12657,17280,much,0.2889375,3.460956089119619,DR8_BCG0_SI957
5,17280,20190,like,0.181875,5.498281786941581,DR8_BCG0_SI957
6,20190,22340,his,0.134375,7.441860465116279,DR8_BCG0_SI957
7,22340,33288,associates,0.68425,1.4614541468761417,DR8_BCG0_SI957
8,35007,36120,in,0.0695625,14.375561545372866,DR8_BCG0_SI957
9,36120,38516,his,0.14975,6.67779632721202,DR8_BCG0_SI957
10,38516,46203,hatred,0.4804375,2.0814361909717705,DR8_BCG0_SI957
11,46203,50054,of,0.2406875,4.154764996104908,DR8_BCG0_SI957
12,50054,56255,camp,0.3875625,2.5802289953233353,DR8_BCG0_SI957
13,56255,62594,routine,0.3961875,2.5240574223063574,DR8_BCG0_SI957
0,2230,7507,correct,0.3298125,3.0320257722190638,DR8_BCG0_SX147
1,7507,18709,execution,0.700125,1.428316372076415,DR8_BCG0_SX147
2,18709,21680,of,0.1856875,5.385392123864019,DR8_BCG0_SX147
3,21680,24522,my,0.177625,5.629838142153413,DR8_BCG0_SX147
4,24522,34297,instructions,0.6109375,1.6368286445012787,DR8_BCG0_SX147
5,34297,36864,is,0.1604375,6.232956758862485,DR8_BCG0_SX147
6,36864,43800,crucial,0.4335,2.306805074971165,DR8_BCG0_SX147
0,2170,3497,the,0.0829375,12.057272042200452,DR8_BCG0_SX237
1,3497,11015,courier,0.469875,2.128225591912743,DR8_BCG0_SX237
2,11015,14704,was,0.2305625,4.33721875847113,DR8_BCG0_SX237
3,14704,15840,a,0.071,14.084507042253522,DR8_BCG0_SX237
4,15840,24480,dwarf,0.54,1.8518518518518516,DR8_BCG0_SX237
0,2320,4470,al,0.134375,7.441860465116279,DR8_BCG0_SX327
1,4470,11160,received,0.418125,2.3916292974588935,DR8_BCG0_SX327
2,11160,12040,a,0.055,18.181818181818183,DR8_BCG0_SX327
3,12040,17600,joint,0.3475,2.877697841726619,DR8_BCG0_SX327
4,17600,26000,appointment,0.525,1.9047619047619047,DR8_BCG0_SX327
5,26760,29296,in,0.1585,6.309148264984227,DR8_BCG0_SX327
6,29296,30038,the,0.046375,21.5633423180593,DR8_BCG0_SX327
7,30038,41711,biology,0.7295625,1.370684485564979,DR8_BCG0_SX327
8,43680,45937,and,0.1410625,7.0890562693841375,DR8_BCG0_SX327
9,45937,48995,the,0.191125,5.232177894048398,DR8_BCG0_SX327
10,50040,58171,engineering,0.5081875,1.9677776411265526,DR8_BCG0_SX327
11,58171,67900,departments,0.6080625,1.6445677870284716,DR8_BCG0_SX327
0,2130,6224,valley,0.255875,3.9081582804103565,DR8_BCG0_SX417
1,6224,12645,lodge,0.4013125,2.491823703472979,DR8_BCG0_SX417
2,12645,16041,yearly,0.21225,4.7114252061248525,DR8_BCG0_SX417
3,16041,26186,celebrates,0.6340625,1.5771315919172006,DR8_BCG0_SX417
4,26186,26760,the,0.035875,27.874564459930316,DR8_BCG0_SX417
5,26760,31999,first,0.3274375,3.0540179423554115,DR8_BCG0_SX417
6,31999,37320,calf,0.3325625,3.0069535801541067,DR8_BCG0_SX417
7,37320,41894,born,0.285875,3.4980323567993006,DR8_BCG0_SX417
0,3565,4280,the,0.0446875,22.37762237762238,DR8_BCG0_SX57
1,4280,10986,prowler,0.419125,2.385923053981509,DR8_BCG0_SX57
2,10986,14913,wore,0.2454375,4.0743570155334865,DR8_BCG0_SX57
3,14913,15456,a,0.0339375,29.465930018416206,DR8_BCG0_SX57
4,15456,20136,ski,0.2925,3.418803418803419,DR8_BCG0_SX57
5,20136,25040,mask,0.3065,3.2626427406199023,DR8_BCG0_SX57
6,25040,27657,for,0.1635625,6.11387084447841,DR8_BCG0_SX57
7,27657,38610,disguise,0.6845625,1.460786998995709,DR8_BCG0_SX57
0,2270,4382,she,0.132,7.575757575757575,DR8_BSB0_SA1
1,4382,6000,had,0.101125,9.888751545117428,DR8_BSB0_SA1
2,6000,6760,your,0.0475,21.05263157894737,DR8_BSB0_SA1
3,6760,10130,dark,0.210625,4.747774480712166,DR8_BSB0_SA1
4,10130,14203,suit,0.2545625,3.928308372207218,DR8_BSB0_SA1
5,14203,14704,in,0.0313125,31.936127744510976,DR8_BSB0_SA1
6,14704,19216,greasy,0.282,3.546099290780142,DR8_BSB0_SA1
7,19216,23560,wash,0.2715,3.6832412523020257,DR8_BSB0_SA1
8,24240,28200,water,0.2475,4.040404040404041,DR8_BSB0_SA1
9,28200,32375,all,0.2609375,3.8323353293413174,DR8_BSB0_SA1
10,32375,35091,year,0.16975,5.89101620029455,DR8_BSB0_SA1
0,3220,5800,don't,0.16125,6.201550387596899,DR8_BSB0_SA2
1,5800,8950,ask,0.196875,5.079365079365079,DR8_BSB0_SA2
2,9560,10280,me,0.045,22.22222222222222,DR8_BSB0_SA2
3,10280,11400,to,0.07,14.285714285714285,DR8_BSB0_SA2
4,11400,15999,carry,0.2874375,3.4790171776473144,DR8_BSB0_SA2
5,15999,17080,an,0.0675625,14.801110083256244,DR8_BSB0_SA2
6,17080,20929,oily,0.2405625,4.156923876331515,DR8_BSB0_SA2
7,20929,26109,rag,0.32375,3.088803088803089,DR8_BSB0_SA2
8,26109,29910,like,0.2375625,4.209418574059458,DR8_BSB0_SA2
9,29910,35420,that,0.344375,2.9038112522686026,DR8_BSB0_SA2
0,10774,13470,these,0.1685,5.9347181008902075,DR8_BSB0_SI1353
1,13680,17920,needs,0.265,3.773584905660377,DR8_BSB0_SI1353
2,17920,21720,usually,0.2375,4.2105263157894735,DR8_BSB0_SI1353
3,21720,27571,concern,0.3656875,2.73457528627585,DR8_BSB0_SI1353
4,27571,28156,the,0.0365625,27.350427350427353,DR8_BSB0_SI1353
5,28156,34640,reduction,0.40525,2.4676125848241828,DR8_BSB0_SI1353
6,34640,35843,of,0.0751875,13.300083125519533,DR8_BSB0_SI1353
7,35843,39352,guilt,0.2193125,4.559703619264748,DR8_BSB0_SI1353
8,39352,40050,and,0.043625,22.922636103151863,DR8_BSB0_SI1353
9,40050,42944,some,0.180875,5.5286800276434,DR8_BSB0_SI1353
10,42944,48990,relief,0.377875,2.6463777704267284,DR8_BSB0_SI1353
11,48990,50891,of,0.1188125,8.416622830089427,DR8_BSB0_SI1353
12,50891,57566,tension,0.4171875,2.397003745318352,DR8_BSB0_SI1353
0,2290,4900,brakes,0.163125,6.130268199233717,DR8_BSB0_SI1983
1,4900,10040,shrieked,0.32125,3.11284046692607,DR8_BSB0_SI1983
2,10040,14620,behind,0.28625,3.493449781659389,DR8_BSB0_SI1983
3,14620,17880,us,0.20375,4.9079754601226995,DR8_BSB0_SI1983
0,11159,11607,the,0.028,35.714285714285715,DR8_BSB0_SI723
1,11607,15456,total,0.2405625,4.156923876331515,DR8_BSB0_SI723
2,15456,16440,of,0.0615,16.260162601626018,DR8_BSB0_SI723
3,16440,20160,these,0.2325,4.301075268817204,DR8_BSB0_SI723
4,20160,22600,three,0.1525,6.557377049180328,DR8_BSB0_SI723
5,22600,31770,volumes,0.573125,1.7448200654307524,DR8_BSB0_SI723
6,31770,33400,is,0.101875,9.815950920245399,DR8_BSB0_SI723
7,33400,33950,the,0.034375,29.09090909090909,DR8_BSB0_SI723
8,33950,38360,final,0.275625,3.6281179138321993,DR8_BSB0_SI723
9,38360,45368,combustion,0.438,2.2831050228310503,DR8_BSB0_SI723
10,45368,50265,chamber,0.3060625,3.2673065141923625,DR8_BSB0_SI723
11,50265,54630,volume,0.2728125,3.665521191294387,DR8_BSB0_SI723
0,2240,4595,why,0.1471875,6.794055201698514,DR8_BSB0_SX183
1,4595,7290,else,0.1684375,5.936920222634509,DR8_BSB0_SX183
